orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
99488PA49A;A;PA49;VE1206;27/03/2018 16:42;4.16;14.84;17001;Manizales;Caldas;Electrodomésticos;24;5;14;5114;41;21;30
73000PA87A;A;PA87;VE8695;14/09/2017 07:08;102.01;12.32;99001;Puerto carreño;Vichada;Electrodomésticos;8;12;35;4524;22;1;22
72263PG54A;A;PG54;VE7125;07/02/2018 08:55;0.16;1.72;52480;Nariño;Nariño;Salud;13;36;30;1038;24;31;17
43954PO16A;A;PO16;VE8544;11/09/2017 06:56;9.61;20.87;52399;La union;Nariño;Productos ecoamigables;23;34;9;8073;36;12;27
112322PE86B;B;PE86;VE7671;24/02/2018 11:06;115.08;2.13;5001;Medellin;Antioquia;Tecnología;38;2;23;1637;9;36;16
15792PR66A;A;PR66;VE1206;15/12/2017 15:48;88.4;0.82;25001;Agua de dios;Cundinamarca;Frutas y verduras;31;18;2;1484;15;4;39
20718PQ64A;A;PQ64;VE2501;02/08/2017 07:31;91.71;36.54;52356;Ipiales;Nariño;Lácteos;24;30;4;1803;16;16;2
12889PL83A;A;PL83;VE9186;09/11/2017 10:33;182.32;11.65;23001;Monteria;Cordoba;Libros;13;18;23;3309;37;12;47
87520PP13B;B;PP13;VE2821;31/10/2017 04:11;194.98;22.65;52210;Contadero;Nariño;Licor;32;24;10;2558;47;5;16
37235PI25A;A;PI25;VE3295;10/08/2017 18:11;389.76;56.34;66001;Pereira;Risaralda;Juguetes;0;16;1;5637;29;21;12
104139PS23A;A;PS23;VE8782;01/09/2017 12:35;28.07;22.47;86001;Mocoa;Putumayo;Carnicería;3;0;2;511;39;9;37
64127PO15A;A;PO15;VE8925;14/08/2017 08:50;129.07;9.25;97001;Mitu;Vaupes;Productos ecoamigables;22;1;23;182;2;5;53
20130PO46A;A;PO46;VE7338;25/10/2017 12:01;33.65;12.46;94001;Inirida;Guainia;Productos ecoamigables;7;1;22;4462;60;32;28
13226PL95A;A;PL95;VE3420;30/12/2017 18:54;23.57;13.82;76001;Cali;Valle del cauca;Libros;29;16;33;504;29;14;47
59054PP95A;A;PP95;VE1340;14/05/2018 16:50;114.07;6.4;52203;Colon;Nariño;Licor;11;13;11;295;34;32;18
43308PI97A;A;PI97;VE3342;24/10/2017 13:40;115.4;12.9;76001;Cali;Valle del cauca;Juguetes;15;10;15;1798;28;8;6
86063PO97A;A;PO97;VE4454;13/02/2018 00:38;4.53;109.39;52473;Mosquera;Nariño;Productos ecoamigables;7;10;40;440;20;30;12
87269PS61A;A;PS61;VE1125;11/06/2018 02:25;30.08;67.27;66001;Pereira;Risaralda;Carnicería;28;34;20;801;27;34;20
32734PD70A;A;PD70;VE7926;05/12/2017 18:05;210.86;46.33;50683;San juan de arama;Meta;Celulares;22;36;30;5093;16;13;43
72574PE47A;A;PE47;VE8467;05/04/2018 00:38;38.75;2.6;5001;Medellin;Antioquia;Tecnología;40;35;38;1038;19;14;19
59094PA46A;A;PA46;VE9434;21/04/2018 17:07;127.08;6.93;8001;Barranquilla;Atlantico;Electrodomésticos;1;14;14;968;34;27;27
3960PE64A;A;PE64;VE4277;05/11/2017 09:24;108.26;13.58;50001;Villavicencio;Meta;Tecnología;8;1;9;3899;33;14;24
68434PN30A;A;PN30;VE2941;25/08/2017 08:35;53.49;14.31;81001;Arauca;Arauca;Dormitorio;17;18;5;356;32;27;30
3916PE66A;A;PE66;VE4813;31/03/2018 13:48;147.88;69.35;52480;Nariño;Nariño;Tecnología;19;23;23;3017;19;40;23
58201PT17A;A;PT17;VE7882;27/04/2018 08:33;4.55;56.57;27001;Quibdo;Choco;Tarjetas regalo;4;21;13;1418;38;6;30
92880PI82A;A;PI82;VE3607;11/05/2018 00:22;142.58;25.18;15001;Tunja;Boyaca;Juguetes;15;20;18;2773;6;4;27
4830PC96A;A;PC96;VE1019;05/02/2018 00:03;47.54;1.67;52323;Gualmatan;Nariño;Ropa infantil;34;19;16;121;49;13;2
72122PF34A;A;PF34;VE7125;10/06/2018 11:47;7.99;51.5;54003;Abrego;Norte de santander;Muebles;17;40;28;546;48;25;30
74563PA26A;A;PA26;VE9769;08/01/2018 23:41;23.62;52.32;52399;La union;Nariño;Electrodomésticos;30;9;27;1225;46;2;38
47062PE17B;B;PE17;VE2056;07/01/2018 11:36;35.45;50.29;8001;Barranquilla;Atlantico;Tecnología;4;39;4;2741;40;17;12
19267PG24A;A;PG24;VE1830;21/07/2017 17:19;312.28;3.02;52435;Mallama;Nariño;Salud;22;27;0;382;34;8;13
91889PC36A;A;PC36;VE3955;17/01/2018 07:30;226.37;109.19;52480;Nariño;Nariño;Ropa infantil;21;2;30;4148;33;29;23
47929PE96A;A;PE96;VE8782;27/02/2018 23:19;231.54;17.02;52540;Policarpa;Nariño;Tecnología;16;5;23;1629;18;16;24
54277PG16A;A;PG16;VE9159;10/06/2018 03:13;1.61;38.58;70001;Sincelejo;Sucre;Salud;30;11;13;2599;3;11;18
27465PO73A;A;PO73;VE3549;19/03/2018 13:00;72.51;4.88;52480;Nariño;Nariño;Productos ecoamigables;36;32;22;820;34;30;24
110327PA44A;A;PA44;VE7348;05/04/2018 05:53;79.62;27.27;54003;Abrego;Norte de santander;Electrodomésticos;4;21;10;690;35;32;23
81740PL78A;A;PL78;VE7866;24/08/2017 08:54;38.11;4.14;52411;Linares;Nariño;Libros;37;0;10;929;46;18;30
107199PH18A;A;PH18;VE9946;04/04/2018 01:42;21.22;5.9;50006;Acacias;Meta;Bebés ;25;0;12;1670;54;24;24
25521PJ36A;A;PJ36;VE5229;27/10/2017 16:31;24.97;3.27;11001;Bogota d.c.;Bogota d.c.;Mascotas;26;30;19;341;16;28;34
38277PA24A;A;PA24;VE2821;15/03/2018 00:12;249.9;3.02;52079;Barbacoas;Nariño;Electrodomésticos;6;3;35;1655;37;10;24
70557PL65B;B;PL65;VE3342;06/09/2017 05:01;6.43;16.98;50001;Villavicencio;Meta;Libros;18;23;4;2045;57;6;18
74560PA12A;A;PA12;VE8695;09/02/2018 11:21;37.63;10.13;66001;Pereira;Risaralda;Electrodomésticos;7;9;0;2502;34;33;24
28252PB74A;A;PB74;VE7503;28/05/2018 21:28;226.88;45.34;66001;Pereira;Risaralda;Ropa de adultos;39;7;13;3000;38;27;17
77316PT11A;A;PT11;VE8494;17/04/2018 17:26;60.75;12.38;81001;Arauca;Arauca;Tarjetas regalo;6;28;4;2268;50;0;23
42022PC58A;A;PC58;VE7147;29/03/2018 03:49;149.31;25.53;17001;Manizales;Caldas;Ropa infantil;37;7;31;2121;47;12;34
498PE73A;A;PE73;VE2980;31/08/2017 08:38;88.35;0.52;54003;Abrego;Norte de santander;Tecnología;6;4;11;3311;31;12;20
86531PR40A;A;PR40;VE3292;27/12/2017 14:39;284.33;6.2;52210;Contadero;Nariño;Frutas y verduras;23;14;20;1095;25;27;23
39580PK33A;A;PK33;VE2012;17/10/2017 06:09;241.44;2.52;50006;Acacias;Meta;Deportes;6;15;2;3544;44;13;13
8573PP92A;A;PP92;VE8575;13/08/2017 08:24;84.7;18.25;52560;Potosi;Nariño;Licor;18;5;25;509;35;9;2
44592PP30B;B;PP30;VE3582;30/09/2017 16:43;34.35;37.98;68001;Bucaramanga;Santander;Licor;3;36;22;734;23;22;37
101075PK47B;B;PK47;VE9449;27/09/2017 08:43;80.83;4.54;52473;Mosquera;Nariño;Deportes;3;7;21;896;50;12;19
85038PH50A;A;PH50;VE3582;12/02/2018 07:23;41.25;16.27;18001;Florencia;Caqueta;Bebés ;15;35;36;1126;17;1;27
77292PA41A;A;PA41;VE2501;19/06/2018 10:46;46.12;24.42;5001;Medellin;Antioquia;Electrodomésticos;35;37;24;2770;15;29;42
9641PK41A;A;PK41;VE1402;27/08/2017 09:05;79.97;15.95;52210;Contadero;Nariño;Deportes;0;29;29;670;39;21;37
57529PN27A;A;PN27;VE2012;06/03/2018 09:49;74.67;3.93;52427;Magui;Nariño;Dormitorio;32;10;14;2029;41;18;18
66968PO63A;A;PO63;VE5049;13/12/2017 01:36;56.02;10.24;19001;Popayan;Cauca;Productos ecoamigables;6;11;12;856;39;27;9
13821PO86A;A;PO86;VE8722;27/02/2018 11:14;103.55;44.42;19001;Popayan;Cauca;Productos ecoamigables;23;14;39;8799;22;49;7
99673PJ69B;B;PJ69;VE5473;29/05/2018 18:20;8.57;6.65;8001;Barranquilla;Atlantico;Mascotas;10;19;28;350;58;4;23
77006PO14B;B;PO14;VE5979;12/04/2018 20:06;38.35;3.64;52323;Gualmatan;Nariño;Productos ecoamigables;38;11;37;8675;62;43;26
79805PM93A;A;PM93;VE6785;06/06/2018 17:54;44.43;41.81;5001;Medellin;Antioquia;Ferretería;23;12;11;4983;36;10;32
41081PD13A;A;PD13;VE9530;04/10/2017 08:48;79.9;10.29;52323;Gualmatan;Nariño;Celulares;18;34;2;634;15;11;27
25402PH38A;A;PH38;VE8975;19/02/2018 02:59;384.44;62.43;66001;Pereira;Risaralda;Bebés ;11;3;6;1189;73;3;19
75008PJ12A;A;PJ12;VE3199;11/11/2017 12:23;82.85;6.97;52480;Nariño;Nariño;Mascotas;13;1;23;152;3;3;30
80592PI23A;A;PI23;VE3199;04/12/2017 08:22;735.46;26.5;52399;La union;Nariño;Juguetes;2;12;39;5178;29;19;49
27646PC93A;A;PC93;VE1504;08/10/2017 03:10;2.74;6.94;95001;San jose del guaviare;Guaviare;Ropa infantil;19;26;12;3249;62;10;7
100305PT48E;E;PT48;VE8486;06/01/2018 15:22;126.66;8.5;52520;Francisco pizarro;Nariño;Tarjetas regalo;17;32;38;2939;49;6;24
94130PG51A;A;PG51;VE1637;08/12/2017 00:42;34.6;60.24;97001;Mitu;Vaupes;Salud;1;16;9;695;50;12;31
79981PG63A;A;PG63;VE2740;05/10/2017 04:06;29.54;0.44;97001;Mitu;Vaupes;Salud;1;18;40;732;14;24;35
90551PG49A;A;PG49;VE9623;04/10/2017 20:13;84.81;0.62;94001;Inirida;Guainia;Salud;13;18;19;479;45;1;12
25692PD77A;A;PD77;VE9276;28/02/2018 10:05;134.91;37.9;85001;Yopal;Casanare;Celulares;2;31;15;1806;41;12;15
112505PQ27B;B;PQ27;VE3979;05/05/2018 02:56;47.21;2.18;19001;Popayan;Cauca;Lácteos;31;9;7;401;31;39;24
86868PS51A;A;PS51;VE3880;16/01/2018 22:49;32.49;2.48;18001;Florencia;Caqueta;Carnicería;23;40;2;7475;25;13;29
20583PR89A;A;PR89;VE2305;21/10/2017 21:02;5.19;36.97;52490;Olaya herrera;Nariño;Frutas y verduras;9;16;30;3712;15;8;13
49375PP51A;A;PP51;VE1988;28/02/2018 15:50;344.71;16.43;52435;Mallama;Nariño;Licor;7;29;11;474;44;37;52
39110PT58A;A;PT58;VE7348;27/07/2017 09:26;289.95;46.11;50006;Acacias;Meta;Tarjetas regalo;12;1;11;2418;13;6;16
38880PS52A;A;PS52;VE6406;10/11/2017 07:58;324.27;0.89;66001;Pereira;Risaralda;Carnicería;13;28;20;82;50;25;40
68408PF96A;A;PF96;VE2561;28/10/2017 01:13;6.66;0.19;50683;San juan de arama;Meta;Muebles;11;30;26;2562;47;3;22
51564PL60A;A;PL60;VE1290;26/11/2017 18:23;192.21;8.35;91001;Leticia;Amazonas;Libros;27;25;30;1731;34;23;2
46010PE91A;A;PE91;VE3768;18/06/2018 02:22;3.34;48.15;52210;Contadero;Nariño;Tecnología;34;14;18;14;32;27;22
44717PO39A;A;PO39;VE2980;04/09/2017 04:24;6.83;6.26;52427;Magui;Nariño;Productos ecoamigables;25;20;27;2740;45;28;45
73546PI18A;A;PI18;VE2926;04/04/2018 08:01;276.42;6.54;19001;Popayan;Cauca;Juguetes;29;11;35;3928;25;9;36
65296PL23A;A;PL23;VE4002;08/01/2018 10:52;38.76;6.78;52418;Los andes;Nariño;Libros;23;33;25;1322;15;13;26
31415PF85A;A;PF85;VE7623;05/11/2017 18:27;17.72;25.53;52427;Magui;Nariño;Muebles;24;2;21;823;25;4;39
111637PN56A;A;PN56;VE3276;11/03/2018 03:21;254.4;6.85;52560;Potosi;Nariño;Dormitorio;11;4;0;3496;25;24;19
16182PA66A;A;PA66;VE9912;20/08/2017 06:12;49.43;2.52;50686;San juanito;Meta;Electrodomésticos;32;15;8;2656;55;26;12
57139PB61A;A;PB61;VE3166;03/09/2017 01:23;377.78;3.65;50006;Acacias;Meta;Ropa de adultos;13;35;31;214;21;19;20
24358PB27B;B;PB27;VE4365;14/03/2018 01:36;108.83;9.41;66001;Pereira;Risaralda;Ropa de adultos;12;1;14;2934;17;26;6
78774PL73A;A;PL73;VE7016;16/07/2017 18:37;6.13;18.23;50006;Acacias;Meta;Libros;24;0;39;5252;47;16;22
32480PN31A;A;PN31;VE3877;14/03/2018 12:57;22.65;5.46;52480;Nariño;Nariño;Dormitorio;1;17;4;823;41;37;6
69625PT98A;A;PT98;VE2770;10/05/2018 16:08;44.88;8.12;70001;Sincelejo;Sucre;Tarjetas regalo;38;35;29;2724;34;39;39
75117PR56A;A;PR56;VE6781;27/05/2018 01:52;217.34;8.69;52435;Mallama;Nariño;Frutas y verduras;31;3;27;5325;15;6;13
11784PM82A;A;PM82;VE5346;16/04/2018 11:43;410.02;3.13;25001;Agua de dios;Cundinamarca;Ferretería;3;30;12;1606;8;20;20
2886PG35A;A;PG35;VE8575;25/11/2017 19:33;113.17;0.92;52480;Nariño;Nariño;Salud;14;38;13;6850;36;19;19
104026PF39A;A;PF39;VE4277;13/03/2018 14:17;92.66;4.32;70001;Sincelejo;Sucre;Muebles;24;6;0;3304;26;27;72
68534PL95A;A;PL95;VE3797;14/01/2018 04:42;142.02;30.39;19001;Popayan;Cauca;Libros;25;1;31;9589;3;3;21
8205PR42A;A;PR42;VE7495;16/02/2018 15:21;93.99;6.15;50001;Villavicencio;Meta;Frutas y verduras;32;4;27;870;1;21;25
36852PF81A;A;PF81;VE3927;21/08/2017 08:32;53.53;9.64;52427;Magui;Nariño;Muebles;5;2;26;10038;31;4;39
21622PJ64A;A;PJ64;VE6571;07/08/2017 12:31;39.94;5.88;52356;Ipiales;Nariño;Mascotas;10;2;20;1767;49;11;41
62946PF19A;A;PF19;VE6535;03/08/2017 21:32;340.58;28.69;17001;Manizales;Caldas;Muebles;9;27;7;1368;32;21;21
59836PI59A;A;PI59;VE4481;19/12/2017 04:48;111.38;5.24;50686;San juanito;Meta;Juguetes;22;31;24;4428;36;24;17
41641PN99C;C;PN99;VE7338;05/03/2018 09:58;30.15;51.01;66001;Pereira;Risaralda;Dormitorio;17;39;36;4011;29;18;36
88707PQ40A;A;PQ40;VE2068;09/02/2018 21:10;396.54;0.51;52001;Pasto;Nariño;Lácteos;14;36;26;5050;45;15;19
45574PC97A;A;PC97;VE4502;16/08/2017 08:44;89.86;54.0;52435;Mallama;Nariño;Ropa infantil;27;11;8;1184;19;16;11
44628PR86A;A;PR86;VE9449;12/10/2017 15:08;362.12;9.03;50006;Acacias;Meta;Frutas y verduras;21;31;7;4512;30;14;13
79988PA67A;A;PA67;VE8455;01/11/2017 05:48;7.95;3.37;85001;Yopal;Casanare;Electrodomésticos;1;3;15;2544;26;13;30
85895PI54A;A;PI54;VE3791;01/06/2018 13:11;34.72;32.18;97001;Mitu;Vaupes;Juguetes;39;17;5;1205;39;13;21
88350PA81A;A;PA81;VE3342;24/07/2017 06:07;85.13;16.49;54003;Abrego;Norte de santander;Electrodomésticos;9;10;27;1043;26;17;21
71473PC56A;A;PC56;VE7866;18/09/2017 15:14;44.04;7.79;52323;Gualmatan;Nariño;Ropa infantil;14;17;30;1815;3;30;12
39026PB47A;A;PB47;VE5993;31/08/2017 06:25;662.22;77.53;15001;Tunja;Boyaca;Ropa de adultos;22;29;8;1268;41;8;8
96794PD69A;A;PD69;VE5926;21/08/2017 05:50;269.09;3.63;50006;Acacias;Meta;Celulares;3;11;33;2684;20;36;2
14167PS81A;A;PS81;VE7866;22/08/2017 07:39;77.34;0.02;52565;Providencia;Nariño;Carnicería;1;16;9;927;7;3;29
92824PQ29A;A;PQ29;VE5738;22/02/2018 07:57;53.52;15.01;85001;Yopal;Casanare;Lácteos;16;30;2;5300;1;11;49
65379PH70A;A;PH70;VE2302;01/02/2018 11:28;46.17;49.79;97001;Mitu;Vaupes;Bebés ;9;5;0;2164;13;17;16
70324PH53A;A;PH53;VE1830;01/08/2017 11:27;88.91;37.3;23001;Monteria;Cordoba;Bebés ;38;3;37;606;43;11;5
4628PM99A;A;PM99;VE5346;21/12/2017 01:14;193.62;6.41;52565;Providencia;Nariño;Ferretería;36;10;6;3522;3;41;25
81014PF79B;B;PF79;VE6571;22/02/2018 14:09;6.39;22.12;50001;Villavicencio;Meta;Muebles;23;5;32;1632;20;34;17
83125PF33A;A;PF33;VE6060;05/05/2018 14:51;162.94;10.71;50001;Villavicencio;Meta;Muebles;34;31;23;5091;46;8;15
110641PT32A;A;PT32;VE6108;25/08/2017 21:42;70.07;8.2;52203;Colon;Nariño;Tarjetas regalo;25;4;25;429;52;8;29
45002PJ59E;E;PJ59;VE8695;16/05/2018 01:37;166.16;0.94;50686;San juanito;Meta;Mascotas;24;12;27;8483;42;17;16
8317PM93A;A;PM93;VE8511;04/08/2017 18:34;595.26;23.93;85001;Yopal;Casanare;Ferretería;8;24;27;3549;6;2;31
41607PN43B;B;PN43;VE4454;06/11/2017 12:23;27.75;37.64;50006;Acacias;Meta;Dormitorio;7;6;2;4950;23;28;11
66992PD34A;A;PD34;VE7125;07/03/2018 10:20;132.05;62.81;52473;Mosquera;Nariño;Celulares;28;13;10;2344;19;38;22
10609PK20A;A;PK20;VE6406;21/03/2018 03:36;7.74;20.63;50001;Villavicencio;Meta;Deportes;25;37;6;5588;60;21;32
97959PT85A;A;PT85;VE4454;23/11/2017 20:05;71.87;19.99;5001;Medellin;Antioquia;Tarjetas regalo;0;15;3;695;57;10;6
8242PD57A;A;PD57;VE2926;25/08/2017 15:50;4.46;35.54;76001;Cali;Valle del cauca;Celulares;8;14;40;11;34;20;14
18654PP97A;A;PP97;VE2056;28/11/2017 05:19;15.96;52.74;15001;Tunja;Boyaca;Licor;2;36;26;2992;40;19;11
102720PK89A;A;PK89;VE7147;28/12/2017 05:55;80.75;32.01;97001;Mitu;Vaupes;Deportes;28;14;3;3805;12;23;35
62297PC51A;A;PC51;VE8895;17/10/2017 11:45;39.07;14.27;52381;La florida;Nariño;Ropa infantil;23;21;31;2122;43;12;5
47066PD74B;B;PD74;VE4937;03/11/2017 01:14;55.24;8.1;81001;Arauca;Arauca;Celulares;13;32;37;1513;49;14;15
88898PL89A;A;PL89;VE3797;26/06/2018 02:05;29.73;14.2;52405;Leiva;Nariño;Libros;28;39;17;361;55;32;34
101345PT66A;A;PT66;VE9864;02/04/2018 16:44;4.89;31.62;50686;San juanito;Meta;Tarjetas regalo;34;13;1;1450;29;37;13
31424PQ12A;A;PQ12;VE1019;17/04/2018 07:04;38.8;2.7;85001;Yopal;Casanare;Lácteos;37;12;20;3797;27;3;14
105212PL72A;A;PL72;VE5738;01/11/2017 10:37;23.93;1.45;52210;Contadero;Nariño;Libros;4;9;18;1398;25;7;27
50836PR29A;A;PR29;VE2821;30/12/2017 18:33;29.67;18.07;52427;Magui;Nariño;Frutas y verduras;14;22;30;538;63;18;30
35817PD84A;A;PD84;VE5595;10/11/2017 02:43;227.41;2.89;54003;Abrego;Norte de santander;Celulares;39;24;24;292;50;1;16
25465PK97A;A;PK97;VE4242;23/05/2018 19:42;165.59;6.84;11001;Bogota d.c.;Bogota d.c.;Deportes;6;22;11;3799;10;35;28
76555PL83A;A;PL83;VE6571;06/12/2017 00:38;172.83;9.74;8001;Barranquilla;Atlantico;Libros;35;21;30;437;7;16;16
12988PK19A;A;PK19;VE2129;22/12/2017 13:11;45.5;10.05;18001;Florencia;Caqueta;Deportes;34;9;4;658;7;13;36
30166PC23A;A;PC23;VE5389;26/12/2017 11:24;34.48;2.02;68001;Bucaramanga;Santander;Ropa infantil;13;34;35;2941;35;14;33
44652PP87A;A;PP87;VE3549;01/03/2018 20:17;177.1;19.35;50001;Villavicencio;Meta;Licor;7;19;31;4626;24;5;13
88088PA85A;A;PA85;VE5993;02/04/2018 10:31;55.09;11.43;76001;Cali;Valle del cauca;Electrodomésticos;35;7;34;2311;15;10;34
68735PJ21A;A;PJ21;VE2012;11/02/2018 16:27;26.64;35.44;52435;Mallama;Nariño;Mascotas;38;27;26;2598;32;14;10
103817PN52A;A;PN52;VE3210;15/03/2018 07:58;145.34;11.76;70001;Sincelejo;Sucre;Dormitorio;30;2;33;1333;17;21;5
219PO22A;A;PO22;VE2738;21/12/2017 20:48;405.94;24.51;17001;Manizales;Caldas;Productos ecoamigables;13;30;0;512;13;27;13
12240PT50A;A;PT50;VE7926;15/11/2017 23:32;146.32;2.55;8001;Barranquilla;Atlantico;Tarjetas regalo;22;29;2;7496;49;5;49
5270PB95A;A;PB95;VE3791;31/12/2017 14:50;80.04;79.17;52207;Consaca;Nariño;Ropa de adultos;29;40;38;3553;29;18;14
18734PH80B;B;PH80;VE4580;01/03/2018 22:33;176.97;25.36;11001;Bogota d.c.;Bogota d.c.;Bebés ;28;9;34;2504;33;43;25
55939PG99A;A;PG99;VE7882;18/01/2018 20:42;230.32;14.52;85001;Yopal;Casanare;Salud;13;34;36;1154;26;26;3
107002PR47A;A;PR47;VE8925;02/06/2018 18:54;13.54;58.76;50683;San juan de arama;Meta;Frutas y verduras;9;1;4;190;13;28;25
47571PD70A;A;PD70;VE9555;17/05/2018 15:18;128.53;38.14;76001;Cali;Valle del cauca;Celulares;31;33;13;7378;48;15;24
107694PE88A;A;PE88;VE2456;02/03/2018 15:02;151.44;13.97;52385;La llanada;Nariño;Tecnología;14;35;18;187;49;12;23
78780PO45A;A;PO45;VE4277;03/05/2018 17:46;1.13;52.01;52210;Contadero;Nariño;Productos ecoamigables;32;4;33;1808;52;28;27
66723PT65A;A;PT65;VE8895;28/10/2017 23:34;248.16;36.68;17001;Manizales;Caldas;Tarjetas regalo;20;0;16;167;25;10;18
18902PL12A;A;PL12;VE9449;07/10/2017 03:13;15.16;4.65;52405;Leiva;Nariño;Libros;12;1;26;2242;12;7;31
88477PN28A;A;PN28;VE6856;08/04/2018 04:02;101.23;8.77;52323;Gualmatan;Nariño;Dormitorio;22;40;7;95;38;36;22
27507PC26A;A;PC26;VE2305;12/08/2017 00:21;84.59;2.56;52560;Potosi;Nariño;Ropa infantil;1;27;37;2325;27;29;26
15885PI65A;A;PI65;VE1988;16/11/2017 09:10;89.42;16.64;11001;Bogota d.c.;Bogota d.c.;Juguetes;15;1;9;1888;40;10;2
39753PF68A;A;PF68;VE2821;14/04/2018 12:17;163.94;37.71;52323;Gualmatan;Nariño;Muebles;11;12;23;1054;26;18;8
6501PM12B;B;PM12;VE8160;01/06/2018 15:39;151.1;12.06;27001;Quibdo;Choco;Ferretería;18;14;1;2543;38;8;24
112165PT53A;A;PT53;VE6608;06/08/2017 06:24;179.78;4.45;23001;Monteria;Cordoba;Tarjetas regalo;11;1;20;48;68;7;23
83664PS83A;A;PS83;VE3955;29/11/2017 19:43;15.89;46.91;52480;Nariño;Nariño;Carnicería;37;23;17;3624;19;14;35
69527PS75A;A;PS75;VE6541;30/08/2017 11:02;154.78;33.86;52565;Providencia;Nariño;Carnicería;17;27;20;2927;44;40;13
98029PR89A;A;PR89;VE5926;23/06/2018 07:48;282.78;4.44;52051;Arboleda;Nariño;Frutas y verduras;4;30;2;2770;19;21;16
7094PT25A;A;PT25;VE5929;10/01/2018 05:29;88.61;1.21;5001;Medellin;Antioquia;Tarjetas regalo;10;7;6;228;44;16;31
98165PS50A;A;PS50;VE2233;06/04/2018 08:34;80.64;18.74;50686;San juanito;Meta;Carnicería;19;29;11;404;10;20;28
21994PR51C;C;PR51;VE5346;23/08/2017 23:57;7.55;33.42;50006;Acacias;Meta;Frutas y verduras;15;0;24;1437;8;27;25
24168PL11B;B;PL11;VE3880;10/04/2018 12:56;14.58;3.56;91001;Leticia;Amazonas;Libros;36;39;40;1164;46;29;20
4231PC22A;A;PC22;VE5229;14/05/2018 00:27;111.08;28.29;23001;Monteria;Cordoba;Ropa infantil;14;32;14;483;43;41;12
5875PB68A;A;PB68;VE6060;05/04/2018 09:34;7.38;9.22;52323;Gualmatan;Nariño;Ropa de adultos;14;24;25;378;47;17;16
41631PP74A;A;PP74;VE2740;24/02/2018 05:56;45.89;32.49;50001;Villavicencio;Meta;Licor;20;20;32;1759;27;16;8
56719PQ48A;A;PQ48;VE4502;14/03/2018 16:04;108.26;29.08;50001;Villavicencio;Meta;Lácteos;34;9;39;775;59;31;34
47354PC35A;A;PC35;VE2821;02/11/2017 09:32;183.74;18.75;52390;La tola;Nariño;Ropa infantil;20;10;27;856;7;7;36
111760PT44A;A;PT44;VE2302;31/12/2017 10:39;40.22;7.5;73001;Ibague;Tolima;Tarjetas regalo;2;23;22;996;44;5;40
101831PR99A;A;PR99;VE3276;25/11/2017 15:31;62.14;1.25;54003;Abrego;Norte de santander;Frutas y verduras;28;21;20;2244;31;26;5
23307PK93A;A;PK93;VE5588;28/01/2018 04:17;52.02;72.29;13006;Achi;Bolivar;Deportes;29;35;2;1669;39;15;7
59305PN58A;A;PN58;VE6608;27/12/2017 17:53;100.2;0.44;50006;Acacias;Meta;Dormitorio;0;7;32;4250;15;5;37
98577PD31C;C;PD31;VE7882;22/02/2018 09:30;114.52;15.88;85001;Yopal;Casanare;Celulares;21;35;39;4160;58;11;34
39797PM13A;A;PM13;VE5346;06/09/2017 23:30;41.65;13.84;70001;Sincelejo;Sucre;Ferretería;11;28;22;2001;36;33;26
93196PL96A;A;PL96;VE9946;15/06/2018 18:55;27.16;22.72;52418;Los andes;Nariño;Libros;21;39;39;3131;7;20;21
70154PF59A;A;PF59;VE8575;20/09/2017 23:44;43.89;4.43;85001;Yopal;Casanare;Muebles;2;37;3;4305;26;13;8
89119PB31A;A;PB31;VE5926;30/11/2017 16:10;297.72;107.8;70001;Sincelejo;Sucre;Ropa de adultos;16;32;29;1530;36;30;31
30844PB35A;A;PB35;VE5049;20/11/2017 21:23;27.1;7.15;11001;Bogota d.c.;Bogota d.c.;Ropa de adultos;40;28;18;2051;50;12;15
104805PM95A;A;PM95;VE7147;20/11/2017 20:10;203.18;39.41;81001;Arauca;Arauca;Ferretería;1;7;10;925;12;29;19
56471PE99A;A;PE99;VE7211;29/08/2017 11:27;130.07;15.99;97001;Mitu;Vaupes;Tecnología;13;29;29;523;34;18;35
96784PR80A;A;PR80;VE3166;06/08/2017 13:25;56.51;31.66;52001;Pasto;Nariño;Frutas y verduras;19;13;37;185;35;27;15
1290PG86A;A;PG86;VE4937;11/10/2017 02:48;62.52;1.39;91001;Leticia;Amazonas;Salud;35;11;15;5053;42;26;45
108843PS22A;A;PS22;VE9864;30/11/2017 00:12;22.01;52.29;70001;Sincelejo;Sucre;Carnicería;39;21;39;2150;50;4;10
55612PE75A;A;PE75;VE1307;11/11/2017 04:49;427.55;15.13;52323;Gualmatan;Nariño;Tecnología;24;4;6;422;52;26;24
60309PH79A;A;PH79;VE7348;09/11/2017 14:20;126.49;16.57;54001;Cucuta;Norte de santander;Bebés ;19;34;34;909;42;27;26
35385PF51A;A;PF51;VE1988;27/02/2018 16:32;57.73;2.21;91001;Leticia;Amazonas;Muebles;21;6;8;2205;59;9;25
106051PI82A;A;PI82;VE9864;24/06/2018 22:11;13.65;4.24;70001;Sincelejo;Sucre;Juguetes;0;15;14;4855;17;27;39
